m8P;Bricklet Ambient Light;2014-11-07 12:44:28;32.4;Lum;;;1415360668697
m8P;Bricklet Ambient Light;2014-11-07 12:44:29;32.7;Lum;;;1415360669684
m8P;Bricklet Ambient Light;2014-11-07 12:44:30;34.1;Lum;;;1415360670684
m8P;Bricklet Ambient Light;2014-11-07 12:44:31;35.1;Lum;;;1415360671684
m8P;Bricklet Ambient Light;2014-11-07 12:44:32;35.0;Lum;;;1415360672734
m8P;Bricklet Ambient Light;2014-11-07 12:44:33;46.8;Lum;;;1415360673734
m8P;Bricklet Ambient Light;2014-11-07 12:44:34;51.4;Lum;;;1415360674735
m8P;Bricklet Ambient Light;2014-11-07 12:44:35;53.6;Lum;;;1415360675735
m8P;Bricklet Ambient Light;2014-11-07 12:44:36;54.1;Lum;;;1415360676735
